athlete_id,exceptions,family_name,gender,given_name,name,npc,s,sb,sdms_id,sm,status
6d3d918d5644e583,"A, 3, 5, 12, +",Linhartova,F,Eva,Eva Linhartova,CZE,S9,SB9,52871,SM9,R-2028
04199f5a0c26e01b,"A, 12",Mickova,F,Dominika,Dominika Mickova,CZE,S4,SB3,20352,SM4,C
34782e87b96d6ac3,"3, 8",Mikolin,M,Vaclav,Vaclav Mikolin,CZE,S9,SB8,65637,SM9,R-2029
cde2549e51d5121d,-,Pavlik,M,Lukas,Lukas Pavlik,CZE,S13,SB13,68544,SM13,R-2028
0d4a1544ccd9874b,"A, Y, E, 7",Petracek,M,Arnost,Arnost Petracek,CZE,S4,N/A,3645,N/A,C
e6fc62feb1608c22,"12, +",Prokop,M,Eduard,Eduard Prokop,CZE,S10,SB9,56291,SM10,R-2027
cea295edd58c0583,"A, 12",Sasek,M,Vit,Vit Sasek,CZE,S6,SB5,22752,SM6,C
447608d210c0dbea,"T, B",Smrcka,M,Miroslav,Miroslav Smrcka,CZE,S11,SB11,24356,SM11,C
43fb6041ec412e92,"1, 3, 5",Stasa,M,Matej,Matej Stasa,CZE,S9,SB9,56321,SM9,R-2027
1dd41aeb2dc8613e,"H, 3, 5, 12, +",Strasik,M,Tadeas,Tadeas Strasik,CZE,S10,SB9,24291,SM10,C
72a47edacc323cd1,"3, 5, 12, +",Vanek,M,Jakub,Jakub Vanek,CZE,S8,SB8,52686,SM8,R-2027
2d0b799442c8ee57,"12, +",Vrbicky,M,Vojtech,Vojtech Vrbicky,CZE,S10,SB9,65609,SM10,R-2027
7f5fdd894ba5fe8e,8,Hansen,F,Asta,Asta Hansen,DEN,NE,SB9,56281,NE,C
0aa832779a3057e9,-,Hillhouse,M,Alexander,Alexander Hillhouse,DEN,S14,SB14,35795,SM14,C
0ee8124be469ce76,"3, 5, 12, +",Kvist,F,Freja,Freja Kvist,DEN,S10,SB9,52684,SM10,R-2029
acf8ec0c392e891c,"12, +",Larsen,M,Kasper Bjerregaard,Kasper Bjerregaard Larsen,DEN,S10,SB9,68533,SM10,R-2028
ee6df204d3235d29,"A, 12, +",Aybar,F,Alejandra,Alejandra Aybar,DOM,S7,SB6,31138,SM7,R-2027
4a4c28cf3973f27e,"A, 12, +",Jimenez,M,Marcos,Marcos Jimenez,DOM,S7,SB6,52731,SM7,R-2027
9b3d39c293381573,"T, B",Atiencie Flores,F,Isis Ayelen,Isis Ayelen Atiencie Flores,ECU,S11,SB11,67326,SM11,C
d412ab896e292bcf,"A, 12",Auqui Molina,M,Cristian Ismael,Cristian Ismael Auqui Molina,ECU,S6,SB5,66971,SM6,R-2027
1d8b3c8b893c745e,-,Davila Mendieta,M,Gabriel Josue,Gabriel Josue Davila Mendieta,ECU,S14,SB14,32350,SM14,R-2024
700934a00999be6f,"A, 12, +",Fernandez Soto,M,Santiago Gabriel,Santiago Gabriel Fernandez Soto,ECU,S8,SB7,66944,SM8,R-2027
e077282dcb9c0002,"1, 3, 5",Ortega Zambrano,F,Mayte Yomaira,Mayte Yomaira Ortega Zambrano,ECU,S9,SB8,42390,SM9,C
dd17a411ad56bda3,-,Parraga,M,Miguel,Miguel Parraga,ECU,S14,SB14,57609,SM14,R-2025
b7a6d30e152c9982,"T, B",Penafiel Ayala,M,Jeferson Gerardo,Jeferson Gerardo Penafiel Ayala,ECU,S12 S11,SB11 SB12,28204,SM11 SM12,R-2027 R-2019
25be988a6f360706,9,Tandazo,M,Erick,Erick Tandazo,ECU,S9,SB9,32295,SM9,C
2e755206e310bca3,"A, Y, E, 3, 5, 12",Abbas Tewfick,F,Ayaallah Ayman,Ayaallah Ayman Abbas Tewfick,EGY,S6,SB5,23972,SM6,C
2b5430b554aef0cc,"A, 3, 5, 12",Abdelshafi,F,Malak,Malak Abdelshafi,EGY,S5,SB4,23975,SM5,C
69f939d1a4c035d6,"3, 5",Hasby,M,Zeiad Tarek,Zeiad Tarek Hasby,EGY,S10,SB9,55580,SM10,C
360d4bd390ad623f,"A, 12",Kahil,M,Zeyad Hesham,Zeyad Hesham Kahil,EGY,S5,SB4,33257,SM5,C
15c266ef6e9e2104,9,Gonzalez,M,Paolo,Paolo Gonzalez,ESA,S9,SB8,54382,SM9,C
672dce2e0bb78aba,"12, +",Rodrigo,M,Josue,Josue Rodrigo,ESA,S6,SB6,35671,SM6,C
3d44f5c4f3ac07a0,"3, 5",Kaul,F,Susannah,Susannah Kaul,EST,S10,SB9,24374,SM10,C
bac797bbec9c3ba3,-,Leib,M,Richard,Richard Leib,EST,S14,SB14,49819,SM14,R-2026
a92e3124b6608150,"1, 3, 5",Liksor,M,Robin,Robin Liksor,EST,S9,SB8,17660,SM9,C
34804b3b1a2fde58,"A, Y, E, 7, 9",Topkin,M,Matz,Matz Topkin,EST,S4,SB4,20050,SM4,C
cd0cd8d567df7f31,"1, 3, 5",Mellemgaard,M,Andrias,Andrias Mellemgaard,FRO,S9,SB9,53922,SM9,R-2028
38cb29370d41e728,"T, B",Hampf,F,Ronja Alexandra,Ronja Alexandra Hampf,FIN,S11,SB11,56105,SM11,R-2027
4bce5350bc90f76b,0,Khalili,M,Nader,Nader Khalili,FIN,S14,SB14,34680,SM14,C
3c6ae570a6e53e7e,"3, 5, 12, +",Krogius,M,Henrik,Henrik Krogius,FIN,S5,SB5,33320,SM5,C
4351093c8dac0258,-,Miao,F,Ellen,Ellen Miao,FIN,S7,SB7,69696,SM7,N
15436c77e7bdf965,"A, Y, T, 3, 5, 12",Ornkvist,F,Natalie,Natalie Ornkvist,FIN,CNC,SB4,58320,CNC,R
e9ab62586d998b5f,"12, +",Paakkala,M,Aukusti,Aukusti Paakkala,FIN,S6,SB6,60169,SM6,C
525420e7f3863f13,0,Rajahalme,F,Jenna,Jenna Rajahalme,FIN,S10,NE,35821,NE,C
05b7a50f6a23467d,"A, 8",Bellanger,M,Alexis,Alexis Bellanger,FRA,S9,SB8,52565,SM9,C
579d473adad252ad,"A, 1, 3, 5, 9",Chardard,M,Laurent,Laurent Chardard,FRA,S6,SB6,42473,SM6,C
1dff61d4dfb1b857,-,Chevallier,F,Maely,Maely Chevallier,FRA,S14,SB14,41945,SM14,C
18459bd9687853d0,-,de Muynck,M,Sohan,Sohan de Muynck,FRA,NE,SB9,63348,NE,C
5b2106865857a010,"A, 12",Delville,M,Martin,Martin Delville,FRA,S6,SB5,61481,SM6,R-2027
521c36313205953e,-,Demestre,M,Jackson,Jackson Demestre,FRA,S14,SB14,54392,SM14,C
60b858ef0175026d,"3, 5",Denayer,M,Hector,Hector Denayer,FRA,S9,SB9,42804,SM9,C
dd5a7c4bad224f51,"12, +",Didier,M,Ugo,Ugo Didier,FRA,S9,SB8,28601,SM9,C
b89c5d0e13bf361b,"A, Y, E, 3, 12",Granjux,M,Dimitri,Dimitri Granjux,FRA,S3,SB3,59822,SM3,R-2028
38454eaee320abf3,"A, 12, +",Jalby,M,Nolan,Nolan Jalby,FRA,S9,SB8,53797,SM9,R-2029
576117b4d35dc78e,-,Maillet,M,Nathan,Nathan Maillet,FRA,S14,SB14,28818,SM14,C
4062f38a71fbfb44,-,Maurin Espiau,F,Assya,Assya Maurin Espiau,FRA,S14,SB14,50776,SM14,C
c80f96419955a19d,T,Morceau,F,Leane,Leane Morceau,FRA,CNC,CNC,51187,CNC,R
a57147864fba3a1c,-,Ollivier Hillion,M,Nicolas,Nicolas Ollivier Hillion,FRA,S14,SB14,68822,SM14,R-2028
9ae60c369e682dd0,0,Pascot,F,Emma,Emma Pascot,FRA,S13,SB13,64320,SM13,R-2027
9523ebb2728bce57,"A, 9",Pauli,F,Agathe,Agathe Pauli,FRA,S9,SB9,42808,SM9,C
4d8a0e4896523261,5,Pierre,F,Emeline,Emeline Pierre,FRA,S10,NE,28604,NE,C
e89e835c87f40970,T,Portal,M,Alex,Alex Portal,FRA,S13,SB13,31021,SM13,R-2029
ee7ea9ca52cae71b,T,Portal,M,Kylian,Kylian Portal,FRA,S12,SB12,42805,SM12,R-2030
57a82d8ed71d4fef,"12, +",Retailleau,F,Julia,Julia Retailleau,FRA,S7,SB7,69212,SM7,R-2027
419b08f0f022e244,"A, 12, +",Rochdi,F,Chams,Chams Rochdi,FRA,S8,SB7,61564,SM8,R-2028
19c589910db2d7af,"A, 12",Sache,F,Solene,Solene Sache,FRA,S5,SB4,42803,SM5,C
0565e4d8d457a44f,"A, E, 3, 5, 12",Serres,F,Sandrine,Sandrine Serres,FRA,S2,SB2,3451,SM2,C
c339dbb5c1fe5c99,"1, 3, 5",Veron,F,Julie,Julie Veron,FRA,S9,SB9,61562,SM9,C
94e1799a76def59c,T,Vieira,M,Quentin,Quentin Vieira,FRA,S13,SB13,50781,SM13,R-2028
0b65bf1886c47fe3,"A, 3, 5, 12, +",Amashukeli,M,Sandro,Sandro Amashukeli,GEO,S6,SB6,69637,SM6,R-2027
6ee1e40310253771,"3, 5",Geladze,F,Nini,Nini Geladze,GEO,S10,SB9,63117,SM10,R-2029
5d5a9365f85985ce,T,Kakabadze,F,Mariam,Mariam Kakabadze,GEO,S12,SB12,63093,SM12,R
217eb6a156563def,"3, 5, 12, +",Mushkudiani,M,Zaur,Zaur Mushkudiani,GEO,S7,SB7,61500,SM7,R-2027
f2152a828f456cbd,"T, B",Tvauri,M,Nika,Nika Tvauri,GEO,S11,SB11,14923,SM11,C
e62b9f8aff93499e,"1, 3, 5",Bennarndt,M,Leon,Leon Bennarndt,GER,S9,SB9,55256,SM9,C
13bd6c77506839f0,"A, Y, E, 3, 5, 12, +",Boettcher,F,Gina,Gina Boettcher,GER,S4,SB3,34131,SM4,C
149d114237fa9694,"3, 5",Braunschweig,M,Malte,Malte Braunschweig,GER,S9,SB9,11067,SM9,C
b509780411863b67,0,Brueckner,M,Kimi Mika,Kimi Mika Brueckner,GER,S13,SB13,55860,SM13,R-2027
f394ffe3d4494ec8,-,Dilling,M,Jason Michael,Jason Michael Dilling,GER,S14,SB14,60272,SM14,C
ea411ee0a07daef1,T,Doehler,F,Johanna,Johanna Doehler,GER,S13,SB13,55108,SM13,R-2027
f084204c93b4c6b5,"3, 5, 12, +",Eckart,M,Yannick,Yannick Eckart,GER,S9,SB8,56226,SM9,R-2029
c4b12ae429531b43,0,Engel,M,Taliso,Taliso Engel,GER,S13,SB13,26419,SM13,R-2029
72a57307e20ea10e,-,Fuellgraf,M,Julian Jeremy,Julian Jeremy Fuellgraf,GER,S14,SB14,52453,SM14,C
6f05bc568a89c6da,"3, 12, +",Harms,M,Linus,Linus Harms,GER,S10,SB9,68174,SM10,R-2028
498d0bb7968b0ac0,T,Hebmueller,M,Philip,Philip Hebmueller,GER,S13,SB13,52452,SM13,R-2028
9be6e68e10820edf,"1, 3, 5",Hoffmann,M,Willy,Willy Hoffmann,GER,S9,SB9,61205,SM9,R-2027
2621cc043736f851,-,Jung,M,Marlon,Marlon Jung,GER,NE,SB9,63345,NE,C
2c41b89c32e47b5e,"A, 3, 5, 12, +",Kast,F,Charlotte Leonora,Charlotte Leonora Kast,GER,S7,SB7,52451,SM7,R-2027
9c0876ea1e62ec2d,"A, 12",Kocabas,F,Nisanur,Nisanur Kocabas,GER,S6,SB5,63337,SM6,R-2027
1b15a87f8f88b47b,"3, 5",Koeszegvary,M,Balint,Balint Koeszegvary,GER,S10,SB9,52458,SM10,R-2029
49c23a6d785cb5b3,"A, 12, +",Kollmer,F,Alessia Tina,Alessia Tina Kollmer,GER,S7,SB6,67781,SM7,R-2029
d45453621e05056c,T,Labudda,F,Neele,Neele Labudda,GER,S12,SB12,26835,SM12,R-2027
f1adb7c5e62f321e,T,Leisse,F,Mieke Sophia,Mieke Sophia Leisse,GER,S13,SB13,65441,SM13,R-2029
07265002984b3e1e,"A, 12, +",Maack,F,Mira Jeanne,Mira Jeanne Maack,GER,S8,SB7,42312,SM8,C
521ddc974b8a65fb,"12, +",Mai,F,Leonie,Leonie Mai,GER,S9,SB8,56225,SM9,R-2028
99c5d0e7071f565e,"A, E, 7, 12",Mc David,M,Janis,Janis Mc David,GER,S1,SB1,68290,SM1,C
0c5707c49dd123e8,A,Michaels,M,Tristan-Joel,Tristan-Joel Michaels,GER,S9,SB8,69508,SM9,R-2029
b0926a4461e7f318,-,Pein,F,Judith,Judith Pein,GER,S14,SB14,63336,SM14,C
58e2f20e0ecafb43,"1, 3, 5, 12, +",Petre,M,Michael,Michael Petre,GER,S6,SB6,69507,SM6,R-2027
4aee30778f7b13a0,8,Polonius Gil,M,Eneas Aristoteles,Eneas Aristoteles Polonius Gil,GER,S10,SB9,65197,SM10,R-2028
c1078388b1e12132,-,Reiter,M,Florian,Florian Reiter,GER,S14,SB14,63335,SM14,R
0466e9b3c4f69308,"1, 3, 5",Rickert,F,Vivien,Vivien Rickert,GER,S9,SB9,65442,SM9,R-2029
6f8a3b6c903ca707,"12, +",Roesler,F,Katherina,Katherina Roesler,GER,S7,SB7,32454,SM7,C
78155e352248c3e1,"A, E, 3, 12",Scholz,F,Tanja,Tanja Scholz,GER,S4,SB2,52457,SM3,C
c0e7106270228993,"A, 12",Schott,F,Verena,Verena Schott,GER,S6,SB5,4486,SM6,C
12690060dd8c73bd,"3, 5, 12, +",Schubert,F,Emma Rosa,Emma Rosa Schubert,GER,S5,SB5,69532,SM5,R-2027
13410790db9c7882,T,Schwarz,F,Naomi Maike,Naomi Maike Schwarz,GER,S12,SB12,7026,SM12,R-2028
85e90f4b70817fa9,T,Semechin,F,Elena,Elena Semechin,GER,S12,SB12,10677,SM12,R-2029
43b8bc6131881f3e,"A, T, 3, 4, 12, +",Teschauer,F,Tabea Nele,Tabea Nele Teschauer,GER,S8,SB7,56223,SM8,R-2028
e6f97603e55e0a8e,"A, Y, E, 7, 12, +",Topf,M,Josia Tim Alexander,Josia Tim Alexander Topf,GER,S3,SB3,30132,SM3,C
e168afb1f85e95a2,"1, 3, 5",Wetekam,M,Maurice,Maurice Wetekam,GER,S9,SB9,41189,SM9,C
78e13201d70fe2ac,8,Aheto,M,Promise Wonder Atsu,Promise Wonder Atsu Aheto,GHA,S10,SB9,59530,SM10,C
b20f89b3303b8ce4,"1, 2, 4",Akotoh,M,Bryan Baffour Kwadjo,Bryan Baffour Kwadjo Akotoh,GHA,S9,SB8,57356,SM9,R-2028
69cf504dc83f9172,-,Sackey,M,Vitalis,Vitalis Sackey,GHA,S3,SB3,65636,SM3,N
228aca78ae0cc43a,"3, 5, 12, +",Aaen,M,Bjorn Sebastian,Bjorn Sebastian Aaen,GBR,S9,SB9,68076,SM9,R-2028
468516c628c123bb,-,Beard,F,Tara,Tara Beard,GBR,S14,SB14,68061,SM14,R-2029
02e43f4783e10a11,-,Bradford,M,Kai,Kai Bradford,GBR,S9,SB8,68067,SM9,N
ea3f18bcd72e762e,"12, +",Brennan,M,Roan,Roan Brennan,GBR,S10,SB9,41940,SM10,R-2029
a85a678a568c58e8,-,Broom,M,Dylan,Dylan Broom,GBR,S14,SB14,35794,SM14,C
77b99d1700245ecf,T,Carroll,F,Astrid,Astrid Carroll,GBR,S12,SB12,52294,SM12,R-2029
c36f2fbf868c8298,T,Carroll,F,Ursula,Ursula Carroll,GBR,S13,SB13,66844,SM13,R-2027
382b4f4bfaf81529,"12, +",Carter,M,Oliver,Oliver Carter,GBR,S10,SB9,22133,SM10,C
36d2263e1b8e8aef,"A, Y, E, 3, 5, 12, +",Challis,F,Ellie,Ellie Challis,GBR,S3,SB2,41183,SM3,C
49a20b8a12f05a00,0,Clegg,M,James,James Clegg,GBR,S12,SB12,9246,SM12,R-2027
7e321997d550c143,-,Clegg,M,Stephen,Stephen Clegg,GBR,S12,SB12,9245,SM12,C
5ea874b24be2c551,-,Darbey,M,Rhys,Rhys Darbey,GBR,S14,SB14,55861,SM14,C
05e3147aa27810af,"3, 7",Das,M,Akaash,Akaash Das,GBR,S9,SB9,67726,SM9,R-2028
ee54b66e46afc493,"12, +",Davies,M,Max,Max Davies,GBR,S8,SB7,62627,SM8,R-2027
16e661a912edd2fb,"3, 5, 12, +",Dee,M,Bruce,Bruce Dee,GBR,S6,SB6,56107,SM6,C
4dd4e97907bf758c,"12, +",Downie,M,Sam,Sam Downie,GBR,S8,SB7,52267,SM8,R-2027
b2aa1095c8dc4d67,-,Ellard,M,William,William Ellard,GBR,S14,SB14,55864,SM14,C
72b7192da90878b0,-,Fiddes,F,Louise,Louise Fiddes,GBR,S14,SB14,32442,SM14,C
5d204cda5397154d,0,Firth,F,Bethany,Bethany Firth,GBR,S14,SB14,15649,SM14,C
cca937666d86ccbc,8,Gordon,F,Hope,Hope Gordon,GBR,S9,SB8,14838,SM9,C
d27bc94d13867b73,-,Gunner,M,Jude,Jude Gunner,GBR,S14,SB14,62491,SM14,R-2028
f11f6eb9fbe24887,"1, 3, 5",Hale,F,Brooklyn,Brooklyn Hale,GBR,S9,SB9,62506,SM9,R-2027
d414c71c752c9467,"T, B",Hardy-Bishop,F,Rebecca,Rebecca Hardy-Bishop,GBR,S11,SB11,68190,SM11,R
f0ea3f96a518779b,"A, 12",Harvey,F,Grace,Grace Harvey,GBR,S6,SB5,17915,SM6,C
a91588b71c40ba6e,"12, +",Haycock,F,Amber,Amber Haycock,GBR,S10,SB9,52292,SM10,C
b890914980a4a0c8,9,Haynes,F,Isabella,Isabella Haynes,GBR,S9,SB8,66767,SM9,R-2028
db537f8af806fdd7,"H, A, Y, E, 3, 5, 12",Hext,F,Suzanna,Suzanna Hext,GBR,S5,SB4,41811,SM5,C
ed2c46916287e94e,"T, B",Humphrey,F,Eliza,Eliza Humphrey,GBR,S11,SB11,41725,SM11,C
19910a6b1e09fe54,"T, B",Humphrey,F,Scarlett,Scarlett Humphrey,GBR,S11,SB11,41724,SM11,C
1d995e47a4b0bb36,"A, 12, +",Hyde,F,Charlotte,Charlotte Hyde,GBR,S7,SB6,47035,SM7,R-2025
36d08ddd7150f27f,-,Johnson,F,Tia,Tia Johnson,GBR,S10,SB9,67728,SM10,N
f1030e2970ccf75d,-,Jubb,F,Nancy,Nancy Jubb,GBR,S6,SB5,68077,SM6,N
521e9906a2d95d97,0,Kane,F,Abby,Abby Kane,GBR,S13,SB13,29907,SM13,R-2030
ac2d5f67475d2f70,"A, 1, 5",Kearney,F,Tully,Tully Kearney,GBR,CNC,N/A,14840,N/A,R
a1cac172b61b505a,-,Kelly,M,Quinn-Austin,Quinn-Austin Kelly,GBR,S14,SB14,70621,SM14,N
8a8f3a18c6fdfb8e,"1, 3, 5",Lambert,F,Evie,Evie Lambert,GBR,S9,SB9,62592,SM9,C
0b4a453ab1d9e879,-,Lawlor,M,Louis,Louis Lawlor,GBR,S14,SB14,41990,SM14,C
db14d652ce5991ec,T,Letton-Jones,F,Ela,Ela Letton-Jones,GBR,S12,SB12,55689,SM12,R-2029
b464ce39238ec4c4,-,Maskill,F,Poppy,Poppy Maskill,GBR,S14,SB14,44658,SM14,C
4afd0e38b9526bdb,-,McManus,M,Nathan,Nathan McManus,GBR,S14,SB14,55868,SM14,C
75a77cd76989daee,-,Milne,M,Jack,Jack Milne,GBR,S14,SB14,32801,SM14,C
5b65070e4cf46775,"A, 3, 5, 12, +",Navarro-Barber,M,Tomas,Tomas Navarro-Barber,GBR,S9,SB8,55692,SM9,R-2027
9b86b4e33be4acfd,-,Neave,F,Megan,Megan Neave,GBR,S14,SB14,41700,SM14,C
d3c1082cd5991891,-,Newman-Baronius,F,Olivia,Olivia Newman-Baronius,GBR,S14,SB14,60787,SM14,C
e0c556cf7723140d,-,Oxby,F,Siena,Siena Oxby,GBR,S14,SB14,55863,SM14,C
47a98d8318888964,T,Penfold,M,Alfie,Alfie Penfold,GBR,S13,SB13,52285,SM13,R-2029
8745951235ff64a2,"A, 3, 5, 12, +",Pilkington,F,Laura,Laura Pilkington,GBR,S6,SB5,52471,SM6,C
58a120c1763f81fb,-,Ratley,F,Connie,Connie Ratley,GBR,S9,SB9,67729,SM9,N
fffc5da77d7e4cad,-,Redfern,M,Matthew,Matthew Redfern,GBR,S13,SB13,52284,SM13,R-2028
40c0d22974d4151c,T,Redfern,F,Rebecca,Rebecca Redfern,GBR,S13,SB13,29717,SM13,R-2030
8f45aa39d699a6b9,"A, 12, +",Rice,F,Lily,Lily Rice,GBR,S8,SB7,52469,SM8,R-2027
f78c969890aefa85,-,Richards,F,Aaliyah,Aaliyah Richards,GBR,S14,SB14,68075,SM14,R-2028
3a3ac1ab0e6a3989,-,Roberts,M,Gavin,Gavin Roberts,GBR,S14,SB14,41767,SM14,C
947f068e6059c547,-,Robinson,F,Grace,Grace Robinson,GBR,S14,SB14,62582,SM14,C
f0ec5e34c0a2136b,"1, 3, 5",Rogers,F,Faye,Faye Rogers,GBR,S10,SB9,55558,SM10,C
05be410c8d863fca,"1, 3, 5",Shaw,F,Toni,Toni Shaw,GBR,S9,SB9,32800,SM9,C
05a16b1c9e570fbf,-,Sheffield,F,Georgia,Georgia Sheffield,GBR,S14,SB14,41701,SM14,C
477b14a9bdd1bbe1,-,Shore,F,Lucy,Lucy Shore,GBR,S14,SB14,70409,SM14,N
4c2f56f26239955d,-,Stewart,M,Harry,Harry Stewart,GBR,S14,SB14,60005,SM14,C
bbe6dd4f27346ae1,"12, +",Summers-Newton,F,Maisie,Maisie Summers-Newton,GBR,S6,SB6,26591,SM6,C
617a0a9195cd0e69,"A, Y, 3, 5, 12, +",Tai,F,Alice,Alice Tai,GBR,S8,SB7,14880,SM8,R-2028
9a8a4fec729cea5f,-,Tompsett,M,Mark,Mark Tompsett,GBR,S14,SB14,59807,SM14,C
46c6f3d73fc001e2,-,Van Der Merwe,M,Jason,Jason Van Der Merwe,GBR,S14,SB14,62477,SM14,R-2027
7e890a7a125615d2,-,Vearncombe,M,Cameron,Cameron Vearncombe,GBR,S14,SB14,52276,SM14,C
0871ec0020831125,"A, 12, +",Warrington,F,Callie-Ann,Callie-Ann Warrington,GBR,S10,SB9,56247,SM10,C
f80668849c939b24,-,Webb,F,Saskia,Saskia Webb,GBR,S14,SB14,56106,SM14,R-2026
0c63c0245e9f8a1f,"A, 1, 3, 4, 12, +",Whiston,F,Brock,Brock Whiston,GBR,S9,SB8,41153,SM9,R-2028
7a92e1079c46aafe,"H, 12, +",Williams,M,Kieran,Kieran Williams,GBR,S10,SB9,41613,SM10,R-2029
2b5f95ebdd173fc0,-,Williams,F,Rose,Rose Williams,GBR,S14,SB14,66526,SM14,R-2027
5e5034c59b7aabf1,"1, 3, 5",Willis,F,Meghan,Meghan Willis,GBR,S9,SB9,41699,SM9,C
7f1a02cd85c82698,"12, +",Winnifrith,F,Iona,Iona Winnifrith,GBR,S7,SB7,59798,SM7,R-2027
db1eb4ac48ecd84e,"1, 3, 5",Wood,M,Jacob,Jacob Wood,GBR,S9,SB8,66758,SM9,C
daba93595cf61c88,"*, A, 12, +",Argyropoulos,M,Dimitrios,Dimitrios Argyropoulos,GRE,S9 S9,SB8 SB8,8298,SM9 SM9,R N
2fd245a509bc5612,-,Drakiou,M,Ioannis Tsampikos,Ioannis Tsampikos Drakiou,GRE,S4,SB3,70887,SM4,N
3b966ad8a738515c,"12, +",Georgiadis,M,Polychronis,Polychronis Georgiadis,GRE,S10,SB9,53782,SM10,R-2025
e6fe9db626d992d7,"1, 3, 5",Gkouli,F,Efthymia,Efthymia Gkouli,GRE,S9,SB8,8874,SM9,C
77784a87030711f1,-,Ioannidis,M,Savvas,Savvas Ioannidis,GRE,S14,SB14,68798,SM14,R-2029
749aac708f48222b,"A, E, 7",Karypidis,M,Dimitrios,Dimitrios Karypidis,GRE,S1,N/A,21041,N/A,C
b13a603068c9e992,-,Komianos,M,Nikolaos,Nikolaos Komianos,GRE,S10,SB9,68770,SM10,N
e2d51ab23b6dc173,"A, E",Kontou,M,Nikolaos,Nikolaos Kontou,GRE,S1,N/A,52127,N/A,C
ed7d8551dd8cc73e,"A, Y, 3, 5, 12",Kostakis,M,Ioannis,Ioannis Kostakis,GRE,S3,SB2,3428,SM3,C
223a50ea90753f71,"A, 3, 5, 12, +",Kyriakidou,F,Maria,Maria Kyriakidou,GRE,S7,SB6,33356,SM7,R-2021
f9090899180b6b26,"12, +",Lergios,M,Alexandros-Stylianos,Alexandros-Stylianos Lergios,GRE,S5,SB5,21042,SM5,C
468b616bf18a3d5f,"1, 2, 4",Michalentzakis,M,Dimosthenis,Dimosthenis Michalentzakis,GRE,S8,SB8,10485,SM8,C
c275dfe3f3f76ddd,"3, 5, 12, +",Ntoka,F,Aikaterina,Aikaterina Ntoka,GRE,S8,SB8,69744,SM8,R
56397667954d7635,-,Sermeti,F,Petroula,Petroula Sermeti,GRE,S14,SB14,60069,SM14,N
1e44a75362c8decd,"A, 12",Sfaltos,M,Georgios,Georgios Sfaltos,GRE,S6,SB5,18675,SM6,C
586e64166316af0b,-,Sidiropoulou,F,Anastasia Marina,Anastasia Marina Sidiropoulou,GRE,S9,SB9,68729,SM9,N
402a983a7911b655,"A, E, 7, 12",Spyridou,F,Areti Aravela,Areti Aravela Spyridou,GRE,S2,SB2,59308,SM2,R-2030
bcf4c99d514be201,"A, E, 3, 5, 12",Stamatopoulou,F,Alexandra,Alexandra Stamatopoulou,GRE,S4,SB3,21533,SM4,R-2025
ad58046e6560a323,-,Taliantzis,M,Athanasios,Athanasios Taliantzis,GRE,S8,SB8,60189,SM8,N
852d158025f6ba64,"A, 12",Tsakona,F,Maria,Maria Tsakona,GRE,S6,SB5,10810,SM6,C
03f7fb3052374206,"A, 12",Tsapatakis,M,Antonios,Antonios Tsapatakis,GRE,S5,SB4,8873,SM5,C
9506144ab2bca4de,"A, 3, 4, 12",Tziveleki,F,Maria Fanouria,Maria Fanouria Tziveleki,GRE,S5,SB5,53979,SM5,R-2029
4a307047aa89556c,"3, 4",Vasileiadis,M,Georgios,Georgios Vasileiadis,GRE,S10,SB9,53765,SM10,C
c68b25ed4f238cdf,"1, 2, 4",Voulvoukeli,F,Michaela,Michaela Voulvoukeli,GRE,S8,SB8,63290,SM8,R-2027
573ce037bcc5244b,-,Estrada,M,Jayro,Jayro Estrada,GUA,S9 S9,SB8 SB8,35770,SM9,C
966d698320f72f1b,"5, 12, +",Lone,M,Octavio,Octavio Lone,GUA,S10,SB9,35771,SM10,R
54e49b63f9e0bac9,-,Sylla,M,Mamoudou,Mamoudou Sylla,GUI,,SB8,63518,,
8d6df8ae456e1298,-,Meza,M,Aden,Aden Meza,HON,S9,SB9,65553,SM9,N
8626a84bd8001cb9,"1, 3, 5",Au,F,Lok Yi Dorothy,Lok Yi Dorothy Au,HKG,S9,SB9,51594,SM9,C
63345a3add03956a,0,Chan,F,Yui Lam,Yui Lam Chan,HKG,S14,SB14,35801,SM14,C
0fa8b3dd6e6addd6,"T, B",Chen,M,Kai Ho,Kai Ho Chen,HKG,S11,SB11,67046,SM11,R-2028
353daa1eca9dd7c8,0,Cheong,F,Sui Kei,Sui Kei Cheong,HKG,S14,SB14,35802,SM14,C
324bb76736283c32,0,Cheung,F,Ho Ying,Ho Ying Cheung,HKG,S14,SB14,35803,SM14,C
84336b5874b7ff6e,-,Cheung,M,Tsun Lok,Tsun Lok Cheung,HKG,S14,SB14,51593,SM14,C
0c64c440757c188a,-,Choi,M,Chi Keung,Chi Keung Choi,HKG,S14,SB14,62864,SM14,R-2027
8ce39f21f63b8141,-,Chui,M,Ho Bon Samuel,Ho Bon Samuel Chui,HKG,NE,NE,55688,NE,R
cb8d00fe5b935aa5,-,Hu,F,Jiajia,Jiajia Hu,HKG,S13,SB13,67045,SM13,N
612c5913cc50b2c6,-,Hui,M,Ka Chun,Ka Chun Hui,HKG,S14,SB14,26297,SM14,C
5e242f14138e2fdd,-,Hung,M,Wing Long,Wing Long Hung,HKG,S14,SB14,62789,SM14,R-2027
