athlete_id,exceptions,family_name,gender,given_name,name,npc,s,sb,sdms_id,season,season_label,sm,status
30aea03759416e94,8,Ramirez,M,Fernando,Fernando Ramirez,ESA,S9,SB8,32243,S25,Summer Season 2025,SM9,C
004018b30852a550,"12, +",Rodrigo,M,Josue,Josue Rodrigo,ESA,S6,SB6,35671,S25,Summer Season 2025,SM6,C
7bfd126805ac2437,-,Velasquez,F,Helen,Helen Velasquez,ESA,S9,,65715,S25,Summer Season 2025,,
af6d6ebb94e719ce,"3, 5",Kaul,F,Susannah,Susannah Kaul,EST,S10,SB9,24374,S25,Summer Season 2025,SM10,C
0cc1b42cf79b9094,-,Korsakov,M,Nikita,Nikita Korsakov,EST,S14,SB14,64892,S25,Summer Season 2025,SM14,R
53c7671f84b29774,-,Krivin,F,Ellika,Ellika Krivin,EST,S14,SB14,64919,S25,Summer Season 2025,SM14,R
054e725e7fa45dda,-,Leib,M,Richard,Richard Leib,EST,S14,SB14,49819,S25,Summer Season 2025,SM14,R-2026
28e70b7daa388859,"1, 3, 5",Liksor,M,Robin,Robin Liksor,EST,S9,SB8,17660,S25,Summer Season 2025,SM9,C
a0bd2c9dbbdd5e08,-,Oblikas,F,Betti,Betti Oblikas,EST,NE,NE,52488,S25,Summer Season 2025,NE,C
ab1856bcae9d731d,-,Paeiv,F,Lisandra Liisbeth,Lisandra Liisbeth Paeiv,EST,S9,SB9,64918,S25,Summer Season 2025,SM9,N
e47234ba045fb7ec,-,Paernoja,F,Saede,Saede Paernoja,EST,S14,SB14,64980,S25,Summer Season 2025,SM14,R
8e1b1f8e2adf3266,"3, 5",Saaber,F,Lea,Lea Saaber,EST,S9,SB9,64395,S25,Summer Season 2025,SM9,R-2027
741a3ae83ab1a431,"A, Y, E, 7, 9",Topkin,M,Matz,Matz Topkin,EST,S4,SB4,20050,S25,Summer Season 2025,SM4,C
6ba82f991a4c6e24,"A, 12, +",Tuutma,F,Alice,Alice Tuutma,EST,S7,SB6,52489,S25,Summer Season 2025,SM7,R-2025
944ad9c8aba40fbd,"1, 3, 5",Mellemgaard,M,Andrias,Andrias Mellemgaard,FRO,S9,SB9,53922,S25,Summer Season 2025,SM9,R-2028
32678275046004a5,"12, +",Eronen,M,Verneri,Verneri Eronen,FIN,S8,SB7,43399,S25,Summer Season 2025,SM8,R-2025
b65b1b006212fd5f,"T, B",Hampf,F,Ronja Alexandra,Ronja Alexandra Hampf,FIN,S11,SB11,56105,S25,Summer Season 2025,SM11,R-2027
1ab926549e1d6b9a,0,Khalili,M,Nader,Nader Khalili,FIN,S14,SB14,34680,S25,Summer Season 2025,SM14,C
9a0eedecbd743dda,"3, 5, 12, +",Krogius,M,Henrik,Henrik Krogius,FIN,S5,SB5,33320,S25,Summer Season 2025,SM5,C
d6982f808d262d5e,"3, 5, 12, +",Laitala,M,Ilmari,Ilmari Laitala,FIN,S9,SB8,43349,S25,Summer Season 2025,SM9,R-2025
579b9d8ca4465922,"A, Y, T, 3, 5, 12",Ornkvist,F,Natalie,Natalie Ornkvist,FIN,CNC,SB4,58320,S25,Summer Season 2025,CNC,R
3f16e9d6bd06b08d,"12, +",Paakkala,M,Aukusti,Aukusti Paakkala,FIN,S6,SB6,60169,S25,Summer Season 2025,SM6,C
bed6e30958ba0310,0,Rajahalme,F,Jenna,Jenna Rajahalme,FIN,S10,NE,35821,S25,Summer Season 2025,NE,C
8f944b556432fe6a,"A, 8",Bellanger,M,Alexis,Alexis Bellanger,FRA,S9,SB8,52565,S25,Summer Season 2025,SM9,C
dcdeb631dba3add8,"1, 2, 4",Ben Chrif,M,Nawfal,Nawfal Ben Chrif,FRA,S8,SB8,61482,S25,Summer Season 2025,SM8,R-2026
61cce366c7f8dadc,-,Boulet,F,Margot,Margot Boulet,FRA,NE,NE,50220,S25,Summer Season 2025,NE,C
ec6abbcf249f968c,"A, 12",Chapuy,F,Selam,Selam Chapuy,FRA,S5,SB4,42903,S25,Summer Season 2025,SM5,R-2025
5ef954a46c3ba757,"A, 1, 3, 5, 9",Chardard,M,Laurent,Laurent Chardard,FRA,S6,SB6,42473,S25,Summer Season 2025,SM6,C
5d59b6a973b5bcee,-,Chevallier,F,Maely,Maely Chevallier,FRA,S14,SB14,41945,S25,Summer Season 2025,SM14,C
93f8f91d54442b9e,-,de Muynck,M,Sohan,Sohan de Muynck,FRA,NE,SB9,63348,S25,Summer Season 2025,NE,C
a64cc49ccb68265c,"A, 12",Delville,M,Martin,Martin Delville,FRA,S6,SB5,61481,S25,Summer Season 2025,SM6,R-2027
fbcb8cf75c641d3d,-,Demestre,M,Jackson,Jackson Demestre,FRA,S14,SB14,54392,S25,Summer Season 2025,SM14,C
16d6f9cff933169d,"3, 5",Denayer,M,Hector,Hector Denayer,FRA,S9,SB9,42804,S25,Summer Season 2025,SM9,C
6e29d533db95f2ea,"1, 2, 4",Desfosses,F,Laurine,Laurine Desfosses,FRA,S8,SB8,61501,S25,Summer Season 2025,SM8,R-2026
410aac468fd9bf38,"12, +",Didier,M,Ugo,Ugo Didier,FRA,S9,SB8,28601,S25,Summer Season 2025,SM9,C
0354ee4d80089a78,"A, Y, E, 3, 12",Granjux,M,Dimitri,Dimitri Granjux,FRA,S3,SB3,59822,S25,Summer Season 2025,SM3,R-2028
2b00dde548d717b4,"12, +",Guerfi,M,Iyad,Iyad Guerfi,FRA,S10,SB9,53800,S25,Summer Season 2025,SM10,R-2025
870648a8c40255f7,"A, 12, +",Jalby,M,Nolan,Nolan Jalby,FRA,S9,SB8,53797,S25,Summer Season 2025,SM9,R-2029
940f347c66f79d28,"A, 12, +",Le Bris,F,Jade,Jade Le Bris,FRA,S8,SB8,33324,S25,Summer Season 2025,SM8,C
b25e9a171a316368,"A, 8",Le Bris,M,Ronan,Ronan Le Bris,FRA,S10,SB8,57408,S25,Summer Season 2025,SM10,C
dbe32fccbcf835a6,"A, 8",Le Helley,F,Zia,Zia Le Helley,FRA,S9,SB8,52564,S25,Summer Season 2025,SM9,R-2025
ac97a51276dc89c2,"12, +",Lorandi,F,Elodie,Elodie Lorandi,FRA,S10,SB9,6318,S25,Summer Season 2025,SM10,C
efe7b514eede8058,-,Maillet,M,Nathan,Nathan Maillet,FRA,S14,SB14,28818,S25,Summer Season 2025,SM14,C
3b5ed52015d6f55a,"A, Y, 7",Martin Borie,F,Elisa,Elisa Martin Borie,FRA,S5,SB6,52562,S25,Summer Season 2025,SM5,R-2027
5f6cc350b0328595,-,Maurin Espiau,F,Assya,Assya Maurin Espiau,FRA,S14,SB14,50776,S25,Summer Season 2025,SM14,C
5e35f8a3658a3e9f,T,Morceau,F,Leane,Leane Morceau,FRA,CNC,CNC,51187,S25,Summer Season 2025,CNC,R
92b55b13c0693404,0,Pascot,F,Emma,Emma Pascot,FRA,S13,SB13,64320,S25,Summer Season 2025,SM13,R-2027
ae5158eb55c5b3c4,"A, 9",Pauli,F,Agathe,Agathe Pauli,FRA,S9,SB9,42808,S25,Summer Season 2025,SM9,C
ddc7944ced5eada8,-,Peyronnet,M,Matheo,Matheo Peyronnet,FRA,NE,NE,49681,S25,Summer Season 2025,NE,C
7c8cad74b69e99c6,5,Pierre,F,Emeline,Emeline Pierre,FRA,S10,NE,28604,S25,Summer Season 2025,NE,C
d920089679fe228b,T,Portal,M,Alex,Alex Portal,FRA,S13,SB13,31021,S25,Summer Season 2025,SM13,R-2029
d48182096b17eb57,T,Portal,M,Kylian,Kylian Portal,FRA,S12,SB12,42805,S25,Summer Season 2025,SM12,R-2030
08fe3e4a908bc2db,"A, 3, 5, 12, +",Pouret,F,Katia,Katia Pouret,FRA,S7,SB6,55898,S25,Summer Season 2025,SM7,R-2026
ebdbb2df8ba430ec,"A, Y, E, 7, 12, +",Rabine,M,Pierre,Pierre Rabine,FRA,S3,SB3,55331,S25,Summer Season 2025,SM3,C
cc76b9ed062c8aa4,"A, 12, +",Rochdi,F,Chams,Chams Rochdi,FRA,S8,SB7,61564,S25,Summer Season 2025,SM8,R-2028
8b800c4ed26b6d04,"12, +",Roulet,F,Anaelle,Anaelle Roulet,FRA,S10,SB9,15053,S25,Summer Season 2025,SM10,C
8f1357e7f595e38d,"1, 2, 4",Rozoy,M,Charles,Charles Rozoy,FRA,S8,SB8,8127,S25,Summer Season 2025,SM8,C
f3d3e0a63473a82f,"A, 12",Sache,F,Solene,Solene Sache,FRA,S5,SB4,42803,S25,Summer Season 2025,SM5,C
17751394396906a3,"A, 12, +",Supiot,F,Claire,Claire Supiot,FRA,S9,SB8,30080,S25,Summer Season 2025,SM9,R-2025
e8bed409df17025f,-,Thollon,M,Valentin,Valentin Thollon,FRA,NE,NE,64168,S25,Summer Season 2025,NE,C
53b3a1a09b541155,"A, Y, E, 3, 5",Vercasson,F,Florence,Florence Vercasson,FRA,S7,SB8,5400,S25,Summer Season 2025,SM7,R-2025
fbeafc1292dff315,"1, 3, 5",Veron,F,Julie,Julie Veron,FRA,S9,SB9,61562,S25,Summer Season 2025,SM9,C
9d4f2c34a833bd6e,T,Vieira,M,Quentin,Quentin Vieira,FRA,S13,SB13,50781,S25,Summer Season 2025,SM13,R-2028
46f3ee1446f54ad2,"A, 12",Xavier,F,Lea,Lea Xavier,FRA,S5,SB4,57411,S25,Summer Season 2025,SM5,R-2025
dddd9cad2be85cd5,-,Sanyang,M,Musa,Musa Sanyang,GAM,S10,SB9,54999,S25,Summer Season 2025,SM10,N
f22ef6324c8f4862,"3, 5",Geladze,F,Nini,Nini Geladze,GEO,S10,SB9,63117,S25,Summer Season 2025,SM10,R-2029
3f166aa8358186eb,T,Kakabadze,F,Mariam,Mariam Kakabadze,GEO,S12,SB12,63093,S25,Summer Season 2025,SM12,R
21a5d978312ec849,"3, 5, 12, +",Mushkudiani,M,Zaur,Zaur Mushkudiani,GEO,S7,SB7,61500,S25,Summer Season 2025,SM7,R-2027
2f5c3e1684ed3f43,"T, B",Tvauri,M,Nika,Nika Tvauri,GEO,S11,SB11,14923,S25,Summer Season 2025,SM11,C
cccd414d924fa057,"1, 3, 5",Bennarndt,M,Leon,Leon Bennarndt,GER,S9,SB9,55256,S25,Summer Season 2025,SM9,C
c49fadd4d0c434c1,"A, Y, E, 3, 5, 12, +",Boettcher,F,Gina,Gina Boettcher,GER,S4,SB3,34131,S25,Summer Season 2025,SM4,C
b0d1cfe3b7d23b50,"3, 5",Braunschweig,M,Malte,Malte Braunschweig,GER,S9,SB9,11067,S25,Summer Season 2025,SM9,C
1b36695f45472cf9,0,Brueckner,M,Kimi Mika,Kimi Mika Brueckner,GER,S13,SB13,55860,S25,Summer Season 2025,SM13,R-2027
5031b7dc9638df03,"A, 3, 5, 12, +",Cornelissen,F,Lena Katharina,Lena Katharina Cornelissen,GER,S9,SB9,56875,S25,Summer Season 2025,SM9,R-2025
3b1fdf3505397e41,-,Dilling,M,Jason Michael,Jason Michael Dilling,GER,S14,SB14,60272,S25,Summer Season 2025,SM14,C
cf8bdbf58ee5b0cb,T,Doehler,F,Johanna,Johanna Doehler,GER,S13,SB13,55108,S25,Summer Season 2025,SM13,R-2027
7854e436da015c1f,"3, 5, 12, +",Eckart,M,Yannick,Yannick Eckart,GER,S9,SB8,56226,S25,Summer Season 2025,SM9,R-2029
5860d8b8f41a199f,0,Engel,M,Taliso,Taliso Engel,GER,S13,SB13,26419,S25,Summer Season 2025,SM13,R-2029
f5c412cfe1657868,-,Fuellgraf,M,Julian Jeremy,Julian Jeremy Fuellgraf,GER,S14,SB14,52453,S25,Summer Season 2025,SM14,C
e1f82c167fd4ae62,T,Hebmueller,M,Philip,Philip Hebmueller,GER,S13,SB13,52452,S25,Summer Season 2025,SM13,R-2028
da37ade31ef64f7f,"1, 3, 5",Hoffmann,M,Willy,Willy Hoffmann,GER,S9,SB9,61205,S25,Summer Season 2025,SM9,R-2027
109e862557ad3714,"3, 5",Islek,F,Havin Hanim,Havin Hanim Islek,GER,S10,SB9,60976,S25,Summer Season 2025,SM10,R-2026
d8840858c05cb283,-,Jung,M,Marlon,Marlon Jung,GER,NE,SB9,63345,S25,Summer Season 2025,NE,C
397791967c77112d,"12, +",Kaps,M,Justin,Justin Kaps,GER,S10,SB9,32569,S25,Summer Season 2025,SM10,C
7ec6786ffbe029dc,"A, 3, 5, 12, +",Kast,F,Charlotte Leonora,Charlotte Leonora Kast,GER,S7,SB7,52451,S25,Summer Season 2025,SM7,R-2027
8a453e81529690c2,"A, 12",Kocabas,F,Nisanur,Nisanur Kocabas,GER,S6,SB5,63337,S25,Summer Season 2025,SM6,R-2027
b3e7da4dfc2c3252,"3, 5",Koeszegvary,M,Balint,Balint Koeszegvary,GER,S10,SB9,52458,S25,Summer Season 2025,SM10,R-2029
225d0a53cfc3b565,"12, +",Kunert,M,Leon-Elias,Leon-Elias Kunert,GER,S10,SB9,53926,S25,Summer Season 2025,SM10,R-2025
795418b24371d82d,T,Labudda,F,Neele,Neele Labudda,GER,S12,SB12,26835,S25,Summer Season 2025,SM12,R-2027
695e6dee0f418144,T,Leisse,F,Mieke Sophia,Mieke Sophia Leisse,GER,S13,SB13,65441,S25,Summer Season 2025,SM13,R-2029
e11dc593eea81bdb,"1, 3, 5, 12, +",Lekon,F,Annika,Annika Lekon,GER,S9,SB8,41188,S25,Summer Season 2025,SM9,R-2026
482bd6a8960d8ff7,"A, 12, +",Maack,F,Mira Jeanne,Mira Jeanne Maack,GER,S8,SB7,42312,S25,Summer Season 2025,SM8,C
80db6c02aed34419,-,Pein,F,Judith,Judith Pein,GER,S14,SB14,63336,S25,Summer Season 2025,SM14,C
1556865d3cc8d8dd,"A, 3, 5, 12, +",Pollap,M,Tobias,Tobias Pollap,GER,S7,SB7,7257,S25,Summer Season 2025,SM7,C
3423016ff3a44bbf,8,Polonius Gil,M,Eneas Aristoteles,Eneas Aristoteles Polonius Gil,GER,S10,SB9,65197,S25,Summer Season 2025,SM10,R-2028
f56859b1e4b04f4f,"3, 5, 12, +",Reinicke,F,Cosima Carmen Cheyenne,Cosima Carmen Cheyenne Reinicke,GER,S9,SB8,41012,S25,Summer Season 2025,SM9,R-2026
1fb3d3b2a73516c5,-,Reiter,M,Florian,Florian Reiter,GER,S14,SB14,63335,S25,Summer Season 2025,SM14,R
c8204d1a230135c4,-,Rentsch,M,Pascal Andreas,Pascal Andreas Rentsch,GER,S14,SB14,41025,S25,Summer Season 2025,SM14,C
12891b8483d9e81a,"1, 3, 5",Rickert,F,Vivien,Vivien Rickert,GER,S9,SB9,65442,S25,Summer Season 2025,SM9,R-2029
b02e88bf8f62c14a,"12, +",Roesler,F,Katherina,Katherina Roesler,GER,S7,SB7,32454,S25,Summer Season 2025,SM7,C
65b0761546720978,"A, E, 3, 12",Scholz,F,Tanja,Tanja Scholz,GER,S4,SB2,52457,S25,Summer Season 2025,SM3,C
a7c3f7f111f6602a,"A, 12",Schott,F,Verena,Verena Schott,GER,S6,SB5,4486,S25,Summer Season 2025,SM6,C
1d1602f9f0de6928,T,Schwarz,F,Naomi Maike,Naomi Maike Schwarz,GER,S12,SB12,7026,S25,Summer Season 2025,SM12,R-2028
681a3f6afefbe1c7,T,Semechin,F,Elena,Elena Semechin,GER,S12,SB12,10677,S25,Summer Season 2025,SM12,R-2029
f6ff46dc70350f3b,"A, T, 3, 4, 12, +",Teschauer,F,Tabea Nele,Tabea Nele Teschauer,GER,S8,SB7,56223,S25,Summer Season 2025,SM8,R-2028
077879f9efd4a0b1,"A, Y, E, 7, 12, +",Topf,M,Josia Tim Alexander,Josia Tim Alexander Topf,GER,S3,SB3,30132,S25,Summer Season 2025,SM3,C
c98e2d51430cef28,"1, 3, 5",Wetekam,M,Maurice,Maurice Wetekam,GER,S9,SB9,41189,S25,Summer Season 2025,SM9,C
43ca93c5cbb3a31c,8,Aheto,M,Promise Wonder Atsu,Promise Wonder Atsu Aheto,GHA,S10,SB9,59530,S25,Summer Season 2025,SM10,C
20c509b899bca55f,"1, 2, 4",Akotoh,M,Bryan Baffour Kwadjo,Bryan Baffour Kwadjo Akotoh,GHA,S9,SB8,57356,S25,Summer Season 2025,SM9,R-2028
080a6d74c5618e39,-,Sackey,M,Vitalis,Vitalis Sackey,GHA,S3,SB3,65636,S25,Summer Season 2025,SM3,N
8650ec55fe99c345,"12, +",Brennan,M,Roan,Roan Brennan,GBR,S10,SB9,41940,S25,Summer Season 2025,SM10,R-2029
0c07e9c98102e851,-,Broom,M,Dylan,Dylan Broom,GBR,S14,SB14,35794,S25,Summer Season 2025,SM14,C
a51775a57f883201,T,Carroll,F,Astrid,Astrid Carroll,GBR,S12,SB12,52294,S25,Summer Season 2025,SM12,R-2029
05e00b5a3c5b2dec,T,Carroll,F,Ursula,Ursula Carroll,GBR,S13,SB13,66844,S25,Summer Season 2025,SM13,R-2027
42c203be76372486,"12, +",Carter,M,Oliver,Oliver Carter,GBR,S10,SB9,22133,S25,Summer Season 2025,SM10,C
d101d65eaeb32d43,"A, Y, E, 3, 5, 12, +",Challis,F,Ellie,Ellie Challis,GBR,S3,SB2,41183,S25,Summer Season 2025,SM3,C
217b098c82fa7f51,T,Chociaj,F,Natalia,Natalia Chociaj,GBR,S13,SB13,52298,S25,Summer Season 2025,SM13,R-2026
ec172e125b4c3f25,0,Clegg,M,James,James Clegg,GBR,S12,SB12,9246,S25,Summer Season 2025,SM12,R-2027
329533f1faab119e,-,Clegg,M,Stephen,Stephen Clegg,GBR,S12,SB12,9245,S25,Summer Season 2025,SM12,C
262a4969dae53368,-,Darbey,M,Rhys,Rhys Darbey,GBR,S14,SB14,55861,S25,Summer Season 2025,SM14,C
4b8ae461563413d4,"12, +",Davies,M,Max,Max Davies,GBR,S8,SB7,62627,S25,Summer Season 2025,SM8,R-2027
59fe32d0c9714082,"3, 5, 12, +",Dee,M,Bruce,Bruce Dee,GBR,S6,SB6,56107,S25,Summer Season 2025,SM6,C
9a4a322c0806a1f8,"12, +",Downie,M,Sam,Sam Downie,GBR,S8,SB7,52267,S25,Summer Season 2025,SM8,R-2027
e769eccff04b5db7,-,Ellard,M,William,William Ellard,GBR,S14,SB14,55864,S25,Summer Season 2025,SM14,C
d708a46c58a360af,-,Fiddes,F,Louise,Louise Fiddes,GBR,S14,SB14,32442,S25,Summer Season 2025,SM14,C
5fc858b93b8462e2,0,Firth,F,Bethany,Bethany Firth,GBR,S14,SB14,15649,S25,Summer Season 2025,SM14,C
695533cad21de0ce,-,Gunner,M,Jude,Jude Gunner,GBR,S14,SB14,62491,S25,Summer Season 2025,SM14,R-2028
948f3748168533cf,"1, 3, 5",Hale,F,Brooklyn,Brooklyn Hale,GBR,S9,SB9,62506,S25,Summer Season 2025,SM9,R-2027
ae2abf5b38e1d944,"A, 12",Harvey,F,Grace,Grace Harvey,GBR,S6,SB5,17915,S25,Summer Season 2025,SM6,C
3a655927c779e4e8,"12, +",Haycock,F,Amber,Amber Haycock,GBR,S10,SB9,52292,S25,Summer Season 2025,SM10,C
b1f81c5d4449b237,9,Haynes,F,Isabella,Isabella Haynes,GBR,S9,SB8,66767,S25,Summer Season 2025,SM9,R-2028
b55e48a96ee2bb1b,"H, A, Y, E, 3, 5, 12",Hext,F,Suzanna,Suzanna Hext,GBR,S5,SB4,41811,S25,Summer Season 2025,SM5,C
8a8222b5bd32df1b,"T, B",Humphrey,F,Eliza,Eliza Humphrey,GBR,S11,SB11,41725,S25,Summer Season 2025,SM11,C
acc0f84491ff5ef3,"T, B",Humphrey,F,Scarlett,Scarlett Humphrey,GBR,S11,SB11,41724,S25,Summer Season 2025,SM11,C
75a3a522bf9b6b7c,"A, 12, +",Hyde,F,Charlotte,Charlotte Hyde,GBR,S7,SB6,47035,S25,Summer Season 2025,SM7,R-2025
fa5d51595c093aa3,0,Kane,F,Abby,Abby Kane,GBR,S13,SB13,29907,S25,Summer Season 2025,SM13,R-2030
e71e9290228db18e,"A, 1, 5",Kearney,F,Tully,Tully Kearney,GBR,CNC,N/A,14840,S25,Summer Season 2025,N/A,R
005aa11b14a1da2e,-,Kelman-Johns,M,George,George Kelman-Johns,GBR,S14,SB14,41438,S25,Summer Season 2025,SM14,C
154be238ce2203ea,"1, 3, 5",Lambert,F,Evie,Evie Lambert,GBR,S9,SB9,62592,S25,Summer Season 2025,SM9,C
1fd36753b0277a1d,-,Lawlor,M,Louis,Louis Lawlor,GBR,S14,SB14,41990,S25,Summer Season 2025,SM14,C
868a7b53dae44594,T,Letton-Jones,F,Ela,Ela Letton-Jones,GBR,S12,SB12,55689,S25,Summer Season 2025,SM12,R-2029
56953f2535150b42,-,Maskill,F,Poppy,Poppy Maskill,GBR,S14,SB14,44658,S25,Summer Season 2025,SM14,C
b3653b3af6bd2f34,-,McManus,M,Nathan,Nathan McManus,GBR,S14,SB14,55868,S25,Summer Season 2025,SM14,C
590e60de25bc07b9,-,Milne,M,Jack,Jack Milne,GBR,S14,SB14,32801,S25,Summer Season 2025,SM14,C
c144d8e1b1a076a4,"A, 3, 5, 12, +",Navarro-Barber,M,Tomas,Tomas Navarro-Barber,GBR,S9,SB8,55692,S25,Summer Season 2025,SM9,R-2027
7d17ab222bfd877d,-,Neave,F,Megan,Megan Neave,GBR,S14,SB14,41700,S25,Summer Season 2025,SM14,C
0efa314818932db1,-,Newman-Baronius,F,Olivia,Olivia Newman-Baronius,GBR,S14,SB14,60787,S25,Summer Season 2025,SM14,C
3b2c9ebdea67484b,-,Oxby,F,Siena,Siena Oxby,GBR,S14,SB14,55863,S25,Summer Season 2025,SM14,C
5a930d271918e4b5,T,Penfold,M,Alfie,Alfie Penfold,GBR,S13,SB13,52285,S25,Summer Season 2025,SM13,R-2029
fb626b36f9a6769a,"A, 3, 5, 12, +",Pilkington,F,Laura,Laura Pilkington,GBR,S6,SB5,52471,S25,Summer Season 2025,SM6,C
60e6d69563285897,-,Redfern,M,Matthew,Matthew Redfern,GBR,S13,SB13,52284,S25,Summer Season 2025,SM13,R-2028
cf34c6e9626f19fa,T,Redfern,F,Rebecca,Rebecca Redfern,GBR,S13,SB13,29717,S25,Summer Season 2025,SM13,R-2030
1fbbcc21dce4f5d6,"A, 12, +",Rice,F,Lily,Lily Rice,GBR,S8,SB7,52469,S25,Summer Season 2025,SM8,R-2027
aff6c6045ccee28f,-,Roberts,M,Gavin,Gavin Roberts,GBR,S14,SB14,41767,S25,Summer Season 2025,SM14,C
a65ec2b88b4392c1,-,Robinson,F,Grace,Grace Robinson,GBR,S14,SB14,62582,S25,Summer Season 2025,SM14,C
c67657bc99072fbc,"1, 3, 5",Rogers,F,Faye,Faye Rogers,GBR,S10,SB9,55558,S25,Summer Season 2025,SM10,C
8c18f409703e0a05,"1, 3, 5",Shaw,F,Toni,Toni Shaw,GBR,S9,SB9,32800,S25,Summer Season 2025,SM9,C
55a6c8fb1a4898ae,-,Sheffield,F,Georgia,Georgia Sheffield,GBR,S14,SB14,41701,S25,Summer Season 2025,SM14,C
2f31323f4f173a00,-,Stewart,M,Harry,Harry Stewart,GBR,S14,SB14,60005,S25,Summer Season 2025,SM14,C
3a4991889d6e0574,"12, +",Summers-Newton,F,Maisie,Maisie Summers-Newton,GBR,S6,SB6,26591,S25,Summer Season 2025,SM6,C
30fa1f096daacd10,"A, Y, 3, 5, 12, +",Tai,F,Alice,Alice Tai,GBR,S8,SB7,14880,S25,Summer Season 2025,SM8,R-2028
6b7be0dc98e37fa2,-,Tompsett,M,Mark,Mark Tompsett,GBR,S14,SB14,59807,S25,Summer Season 2025,SM14,C
105c4adfaf0f60cc,-,Van Der Merwe,M,Jason,Jason Van Der Merwe,GBR,S14,SB14,62477,S25,Summer Season 2025,SM14,R-2027
ab12bb096115910f,-,Vearncombe,M,Cameron,Cameron Vearncombe,GBR,S14,SB14,52276,S25,Summer Season 2025,SM14,C
1e6c2607b7308a37,"A, 12, +",Warrington,F,Callie-Ann,Callie-Ann Warrington,GBR,S10,SB9,56247,S25,Summer Season 2025,SM10,C
436be5ccdb1153cf,-,Webb,F,Saskia,Saskia Webb,GBR,S14,SB14,56106,S25,Summer Season 2025,SM14,R-2026
d007851c98c2f0b6,"A, 1, 3, 4, 12, +",Whiston,F,Brock,Brock Whiston,GBR,S9,SB8,41153,S25,Summer Season 2025,SM9,R-2028
eea585e0a0852977,"H, 12, +",Williams,M,Kieran,Kieran Williams,GBR,S10,SB9,41613,S25,Summer Season 2025,SM10,R-2029
d7c585f60e278af5,-,Williams,F,Rose,Rose Williams,GBR,S14,SB14,66526,S25,Summer Season 2025,SM14,R-2027
8190321adb9f6f39,"1, 3, 5",Willis,F,Meghan,Meghan Willis,GBR,S9,SB9,41699,S25,Summer Season 2025,SM9,C
b0856262f8cff1eb,"12, +",Winnifrith,F,Iona,Iona Winnifrith,GBR,S7,SB7,59798,S25,Summer Season 2025,SM7,R-2027
c1fb32a43165d1be,"1, 3, 5",Wood,M,Jacob,Jacob Wood,GBR,S9,SB8,66758,S25,Summer Season 2025,SM9,C
3f7443070240785d,-,Arapoglou,M,Dimitrios,Dimitrios Arapoglou,GRE,S14,SB14,53008,S25,Summer Season 2025,SM14,N
2cb70151427aa3aa,-,Chasmpis,M,Seferis,Seferis Chasmpis,GRE,S14,SB14,54159,S25,Summer Season 2025,SM14,N
1aa6d8aa77f7e9d9,9,Chatzidis,M,Aristeidis,Aristeidis Chatzidis,GRE,S9,SB9,53762,S25,Summer Season 2025,SM9,C
21bd070e4e7ac26a,"A, 12",Chazizi Or Hazizi,F,Eva,Eva Chazizi Or Hazizi,GRE,S2,N/A,49259,S25,Summer Season 2025,N/A,R-2024
c434f610f2a35342,-,Dakoutros,M,Christos,Christos Dakoutros,GRE,S14,SB14,54413,S25,Summer Season 2025,SM14,N
1575ab51d468a9b9,"12, +",Georgiadis,M,Polychronis,Polychronis Georgiadis,GRE,S10,SB9,53782,S25,Summer Season 2025,SM10,R-2025
19a4adc9dda8f714,-,Giannakoulakos,M,Nikolaos,Nikolaos Giannakoulakos,GRE,S14,SB14,60136,S25,Summer Season 2025,SM14,N
018eb6afd1856028,"A, 12, +",Giapali,F,Panagiota,Panagiota Giapali,GRE,S8,SB7,65645,S25,Summer Season 2025,SM8,R-2026
b67d4e5455399c13,"1, 3, 5",Gkouli,F,Efthymia,Efthymia Gkouli,GRE,S9,SB8,8874,S25,Summer Season 2025,SM9,C
e979e4a6c4aaed08,-,Kanetakis,M,Grigorios,Grigorios Kanetakis,GRE,S5,SB4,58152,S25,Summer Season 2025,SM5,N
527454dc2adc79ff,"A, E, 7",Karypidis,M,Dimitrios,Dimitrios Karypidis,GRE,S1,N/A,21041,S25,Summer Season 2025,N/A,C
514eb9e70654771b,"A, E",Kontou,M,Nikolaos,Nikolaos Kontou,GRE,S1,N/A,52127,S25,Summer Season 2025,N/A,C
41c3a7659d6f65f5,"A, Y, 3, 5, 12",Kostakis,M,Ioannis,Ioannis Kostakis,GRE,S3,SB2,3428,S25,Summer Season 2025,SM3,C
ea7cab29162a3ba6,"A, 3, 5, 12, +",Kyriakidou,F,Maria,Maria Kyriakidou,GRE,S7,SB6,33356,S25,Summer Season 2025,SM7,R-2021
92717eaf9cd2929d,"A, 3, 5, 12, +",Lazaridou,F,Marina Nikoleta,Marina Nikoleta Lazaridou,GRE,S8,SB7,50828,S25,Summer Season 2025,SM8,R-2027
5a2e3bc8e23157cb,"12, +",Lergios,M,Alexandros-Stylianos,Alexandros-Stylianos Lergios,GRE,S5,SB5,21042,S25,Summer Season 2025,SM5,C
b96f36269a62f3b5,"1, 2, 4",Michalentzakis,M,Dimosthenis,Dimosthenis Michalentzakis,GRE,S8,SB8,10485,S25,Summer Season 2025,SM8,C
cfbb67d288360e3e,-,Pataridou,F,Niki,Niki Pataridou,GRE,NE,NE,49060,S25,Summer Season 2025,NE,R
